date,요일,토마토_거래량(kg),토마토_가격(원/kg),소비자물가지수,고급휘발유,보통휘발유,자동차용경유,실내등유,평균기온,최고기온,최저기온,평균운량,일강수량,일교차
2018-05-24,목요일,603265.8,1368.0,98.979,1887.57,1595.13,1396.04,926.17,19.4,23.8,14.1,3.0,0.0,9.7
2018-05-25,금요일,645368.0,1357.0,98.979,1890.75,1598.38,1399.4,927.57,21.1,26.0,18.4,6.5,0.0,7.600000000000001
2018-05-26,토요일,656046.0,1351.0,98.979,1892.5,1600.91,1401.79,928.86,20.5,26.6,17.4,1.1,0.0,9.200000000000005
2018-05-27,일요일,0.0,0.0,98.979,1893.38,1602.06,1402.69,929.53,20.2,24.9,16.1,6.9,0.0,8.799999999999997
2018-05-28,월요일,867067.5,1372.0,98.979,1894.05,1603.52,1404.41,930.64,19.5,21.3,17.7,8.3,0.6,3.6000000000000014
2018-05-29,화요일,542275.5,1401.0,98.979,1896.11,1605.58,1406.3,932.17,21.0,26.1,17.5,7.6,0.0,8.600000000000001
2018-05-30,수요일,784234.0,1348.0,98.979,1896.9,1606.68,1407.45,933.62,21.9,26.0,18.6,7.1,0.5,7.399999999999999
2018-05-31,목요일,591223.0,1370.0,98.979,1897.57,1607.24,1407.94,934.24,20.2,24.0,17.7,6.0,0.0,6.300000000000001
2018-06-01,금요일,771552.5,1273.0,98.779,1898.17,1608.43,1409.17,935.11,21.6,25.4,17.4,0.1,0.0,8.0
2018-06-02,토요일,789317.0,1217.0,98.779,1897.99,1608.89,1409.56,935.76,22.9,28.2,19.4,1.5,0.0,8.8
2018-06-03,일요일,0.0,0.0,98.779,1898.17,1609.16,1409.65,936.31,21.3,25.1,18.4,3.5,0.0,6.700000000000003
2018-06-04,월요일,975635.0,1183.0,98.779,1899.25,1609.5,1410.35,936.64,22.2,26.3,16.9,6.9,0.0,9.400000000000002
2018-06-05,화요일,672280.2,1143.0,98.779,1899.04,1609.7,1410.54,937.2,19.7,21.9,18.7,9.1,5.7,3.1999999999999997
2018-06-06,수요일,753216.0,1134.0,98.779,1899.29,1609.97,1410.63,937.55,21.6,26.0,18.3,3.6,0.0,7.699999999999999
2018-06-07,목요일,639709.4,1128.0,98.779,1899.18,1610.24,1411.08,938.23,21.8,25.5,18.8,0.3,0.0,6.699999999999999
2018-06-08,금요일,798490.4,1109.0,98.779,1899.01,1610.24,1411.09,938.87,22.8,27.8,20.6,4.1,0.0,7.199999999999999
2018-06-09,토요일,745701.2,1059.0,98.779,1898.44,1610.19,1411.05,939.01,21.2,24.7,18.7,5.1,0.0,6.0
2018-06-10,일요일,0.0,0.0,98.779,1898.32,1610.14,1410.76,938.97,19.3,23.5,17.0,9.8,5.2,6.5
2018-06-11,월요일,1024884.0,1027.0,98.779,1897.6,1610.26,1411.17,939.11,17.2,21.2,15.5,9.6,32.9,5.699999999999999
2018-06-12,화요일,651463.4,1045.0,98.779,1897.5,1610.18,1411.17,939.2,18.3,21.6,16.2,9.6,0.0,5.400000000000002
2018-06-13,수요일,744821.0,1018.0,98.779,1897.5,1610.03,1410.92,939.37,19.6,23.1,17.4,7.1,0.0,5.700000000000003
2018-06-14,목요일,566640.0,1049.0,98.779,1898.97,1609.97,1410.92,939.26,19.9,23.4,17.6,5.5,0.0,5.799999999999997
2018-06-15,금요일,623925.0,1057.0,98.779,1899.21,1609.74,1410.74,939.63,19.3,23.6,17.1,6.1,0.0,6.5
2018-06-16,토요일,573685.0,1089.0,98.779,1899.31,1609.59,1410.54,939.86,18.5,22.9,16.2,5.6,0.0,6.699999999999999
2018-06-17,일요일,0.0,0.0,98.779,1899.63,1609.55,1410.29,939.86,20.9,25.9,15.1,6.5,0.0,10.8
2018-06-18,월요일,748219.6,1096.0,98.779,1898.24,1609.32,1410.41,939.88,22.8,26.2,19.8,7.6,0.0,6.399999999999999
2018-06-19,화요일,400436.0,1183.0,98.779,1897.88,1609.16,1410.18,939.85,21.6,26.4,19.8,9.6,6.8,6.599999999999998
2018-06-20,수요일,453541.0,1236.0,98.779,1896.8,1608.89,1409.99,939.51,22.8,27.0,19.4,6.0,0.5,7.600000000000001
2018-06-21,목요일,407674.0,1319.0,98.779,1896.51,1608.58,1409.74,939.67,24.7,30.3,21.0,4.5,0.0,9.3
2018-06-22,금요일,544229.0,1324.0,98.779,1897.06,1608.32,1409.47,939.81,24.0,27.5,20.8,8.3,0.0,6.699999999999999
2018-06-23,토요일,546557.0,1267.0,98.779,1896.91,1608.12,1409.21,939.62,23.0,26.7,20.8,5.6,0.9,5.899999999999999
2018-06-24,일요일,0.0,0.0,98.779,1896.98,1608.06,1408.97,939.58,24.7,31.3,21.1,0.3,0.0,10.2
2018-06-25,월요일,822378.8,1171.0,98.779,1896.68,1608.02,1409.22,939.71,23.3,26.5,20.8,5.3,0.0,5.699999999999999
2018-06-26,화요일,502817.0,1102.0,98.779,1896.69,1607.73,1408.74,939.71,22.8,24.1,21.0,9.9,1.5,3.1000000000000014
2018-06-27,수요일,497384.6,1058.0,98.779,1896.47,1607.61,1408.69,939.72,23.1,25.1,22.2,9.6,6.7,2.900000000000002
2018-06-28,목요일,496716.0,1047.0,98.779,1896.79,1607.56,1408.6,939.89,21.2,22.6,18.5,10.0,131.1,4.100000000000001
2018-06-29,금요일,727853.8,1091.0,98.779,1896.25,1607.6,1408.74,939.61,22.2,24.3,21.2,9.8,11.0,3.1000000000000014
2018-06-30,토요일,631822.0,915.0,98.779,1896.81,1607.63,1408.65,939.47,21.0,23.0,19.8,9.5,74.4,3.1999999999999997
2018-07-01,일요일,0.0,0.0,98.59,1897.87,1607.66,1408.44,939.43,24.5,28.5,19.8,9.4,13.9,8.7
2018-07-02,월요일,718466.0,855.0,98.59,1898.02,1607.83,1408.72,939.65,25.4,29.4,22.9,9.5,2.7,6.5
2018-07-03,화요일,530902.2,879.0,98.59,1898.64,1608.19,1409.08,939.95,22.7,24.4,22.1,10.0,90.9,2.299999999999997
2018-07-04,수요일,565915.5,860.0,98.59,1898.63,1608.49,1409.42,939.85,25.0,29.5,22.2,7.3,1.3,7.300000000000001
2018-07-05,목요일,510794.1,878.0,98.59,1897.87,1608.67,1409.56,940.3,22.9,25.8,21.7,10.0,5.3,4.100000000000001
2018-07-06,금요일,503393.0,870.0,98.59,1897.44,1608.89,1409.83,940.53,20.8,21.7,19.3,9.8,2.9,2.3999999999999986
2018-07-07,토요일,555467.0,865.0,98.59,1897.93,1609.18,1410.0,940.58,20.0,22.7,18.6,8.8,0.0,4.099999999999998
2018-07-08,일요일,0.0,0.0,98.59,1897.97,1609.27,1409.91,940.59,19.7,23.4,17.8,9.4,0.0,5.599999999999998
2018-07-09,월요일,682077.6,909.0,98.59,1897.07,1609.44,1410.25,940.89,20.0,22.3,18.4,8.8,4.0,3.900000000000002
2018-07-10,화요일,410420.0,958.0,98.59,1897.21,1609.85,1410.79,941.0,24.0,28.7,19.5,7.8,0.0,9.2
2018-07-11,수요일,396890.0,1093.0,98.59,1897.67,1610.24,1411.21,941.24,26.6,30.3,22.6,5.4,0.0,7.699999999999999
2018-07-12,목요일,294322.0,1185.0,98.59,1897.84,1610.57,1411.57,941.55,27.4,30.3,25.1,4.9,0.0,5.199999999999999
2018-07-13,금요일,303103.0,1345.0,98.59,1897.72,1610.76,1411.84,941.74,27.0,29.9,24.8,2.4,0.0,5.099999999999998
2018-07-14,토요일,297771.0,1465.0,98.59,1897.22,1610.99,1412.03,942.05,27.6,31.0,24.8,0.0,0.0,6.199999999999999
2018-07-15,일요일,0.0,0.0,98.59,1897.53,1611.22,1411.97,942.24,27.2,30.6,23.6,0.0,0.0,7.0
2018-07-16,월요일,378080.0,1648.0,98.59,1898.52,1611.42,1412.52,942.52,27.1,30.8,23.4,0.0,0.0,7.400000000000002
2018-07-17,화요일,255180.0,1880.0,98.59,1898.76,1611.64,1412.7,942.65,27.6,30.8,24.7,0.0,0.0,6.100000000000001
2018-07-18,수요일,332318.5,2060.0,98.59,1898.36,1611.69,1412.79,942.89,28.1,32.3,25.2,0.0,0.0,7.099999999999998
2018-07-19,목요일,304020.2,2145.0,98.59,1900.49,1611.79,1412.85,942.97,29.1,32.2,25.7,0.0,0.0,6.500000000000004
2018-07-20,금요일,372737.0,1891.0,98.59,1899.67,1611.82,1412.88,942.75,29.6,33.7,26.0,0.0,0.0,7.700000000000003
2018-07-21,토요일,417772.0,1523.0,98.59,1899.99,1611.93,1412.79,943.15,29.2,32.6,26.8,1.3,0.0,5.800000000000001
2018-07-22,일요일,0.0,0.0,98.59,1899.79,1611.97,1412.69,943.38,29.7,33.2,26.9,5.5,0.0,6.300000000000004
2018-07-23,월요일,548905.2,1452.0,98.59,1899.31,1612.09,1413.23,943.45,29.5,33.0,27.5,4.1,0.0,5.5
2018-07-24,화요일,389682.0,1361.0,98.59,1898.95,1612.21,1413.32,943.52,29.3,32.6,26.7,0.9,0.0,5.900000000000002
2018-07-25,수요일,449324.0,1302.0,98.59,1898.64,1612.29,1413.36,943.61,29.6,33.1,26.5,0.5,0.0,6.600000000000001
2018-07-26,목요일,425789.4,1243.0,98.59,1897.26,1612.47,1413.48,944.05,30.4,34.0,27.8,1.3,0.0,6.199999999999999
2018-07-27,금요일,462211.1,1115.0,98.59,1898.15,1612.59,1413.62,944.15,29.8,33.3,27.5,5.6,0.0,5.799999999999997
2018-07-28,토요일,568520.0,923.0,98.59,1899.2,1612.86,1413.71,944.38,29.3,32.5,26.9,2.1,0.0,5.600000000000001
2018-07-29,일요일,0.0,0.0,98.59,1899.42,1613.03,1413.7,944.31,29.3,35.4,25.5,7.4,1.0,9.9
2018-07-30,월요일,699591.0,845.0,98.59,1899.32,1613.2,1414.24,944.33,28.9,33.2,25.5,3.9,0.1,7.700000000000003
2018-07-31,화요일,560814.2,784.0,98.59,1901.37,1613.82,1414.76,944.49,29.8,33.9,26.3,1.1,0.0,7.599999999999998
2018-08-01,수요일,555971.0,717.0,99.462,1902.36,1614.67,1415.68,944.83,30.3,34.6,27.1,0.1,0.0,7.5
2018-08-02,목요일,447750.8,771.0,99.462,1902.29,1615.04,1415.93,944.69,30.0,33.6,27.1,0.4,0.0,6.5
2018-08-03,금요일,456214.0,842.0,99.462,1902.7,1615.31,1416.14,944.72,29.9,33.4,27.3,0.3,0.0,6.099999999999998
2018-08-04,토요일,122356.0,933.0,99.462,1902.92,1615.62,1416.38,944.37,30.1,33.8,27.2,0.9,0.0,6.599999999999998
2018-08-05,일요일,0.0,0.0,99.462,1902.9,1615.84,1416.37,944.38,31.3,36.4,28.1,0.9,0.0,8.299999999999997
2018-08-06,월요일,600305.4,944.0,99.462,1902.53,1615.97,1416.92,944.73,29.9,33.5,28.0,7.5,0.0,5.5
2018-08-07,화요일,409060.0,1010.0,99.462,1902.95,1616.6,1417.51,944.81,28.4,32.2,26.1,4.1,0.0,6.100000000000001
2018-08-08,수요일,404639.0,1241.0,99.462,1903.48,1616.88,1417.84,945.07,27.9,31.7,24.9,2.6,0.0,6.800000000000001
2018-08-09,목요일,408567.4,1390.0,99.462,1902.57,1617.17,1418.0,945.49,28.4,32.8,25.1,5.5,14.3,7.699999999999996
2018-08-10,금요일,437693.8,1429.0,99.462,1903.15,1617.37,1418.28,945.77,26.7,28.2,25.9,9.3,0.0,2.3000000000000007
2018-08-11,토요일,474397.6,1358.0,99.462,1904.02,1617.58,1418.4,945.99,27.3,31.5,24.6,6.8,0.7,6.899999999999999
2018-08-12,일요일,0.0,0.0,99.462,1904.12,1617.82,1418.42,945.7,28.8,32.7,26.3,7.8,0.0,6.400000000000002
2018-08-13,월요일,846045.0,1221.0,99.462,1904.03,1618.03,1419.0,946.07,30.9,34.9,27.3,3.9,0.0,7.599999999999998
2018-08-14,화요일,553163.2,1190.0,99.462,1905.02,1618.46,1419.33,946.34,29.9,33.7,27.5,5.3,0.0,6.200000000000003
2018-08-15,수요일,518470.6,1141.0,99.462,1904.75,1618.68,1419.48,946.46,28.6,34.0,25.6,7.4,23.8,8.399999999999999
2018-08-16,목요일,460013.4,1156.0,99.462,1904.82,1618.9,1419.78,946.69,26.2,28.1,23.7,9.5,1.7,4.400000000000002
2018-08-17,금요일,478682.4,1173.0,99.462,1904.78,1619.02,1420.04,946.73,25.2,28.8,23.2,4.0,0.0,5.600000000000001
2018-08-18,토요일,521469.0,1184.0,99.462,1906.33,1619.08,1419.85,946.88,25.0,28.9,22.2,3.9,0.0,6.699999999999999
2018-08-19,일요일,0.0,0.0,99.462,1906.43,1619.18,1419.81,946.92,25.3,30.0,21.2,2.9,0.0,8.8
2018-08-20,월요일,712058.6,1171.0,99.462,1906.56,1619.34,1420.23,947.13,26.2,29.7,22.6,1.3,0.0,7.099999999999998
2018-08-21,화요일,498228.6,1138.0,99.462,1905.72,1619.46,1420.25,947.5,28.6,32.9,24.1,3.4,0.0,8.799999999999997
2018-08-22,수요일,417884.8,1213.0,99.462,1905.61,1619.51,1420.43,947.67,29.8,32.6,27.5,8.8,0.0,5.100000000000001
2018-08-23,목요일,361508.0,1332.0,99.462,1906.04,1619.69,1420.42,947.89,28.0,30.0,26.3,9.6,2.7,3.6999999999999993
2018-08-24,금요일,304700.2,1549.0,99.462,1906.04,1619.75,1420.54,947.98,26.7,30.0,25.1,5.8,3.1,4.899999999999999
2018-08-25,토요일,331848.6,1673.0,99.462,1905.8,1619.82,1420.57,948.06,25.7,28.0,24.6,8.1,2.4,3.3999999999999986
2018-08-26,일요일,0.0,0.0,99.462,1905.59,1619.91,1420.47,947.96,25.9,29.1,23.9,9.5,24.5,5.200000000000003
2018-08-27,월요일,534181.4,1683.0,99.462,1905.71,1620.05,1420.91,948.17,26.0,27.1,23.9,9.0,58.1,3.200000000000003
2018-08-28,화요일,351467.6,1821.0,99.462,1905.6,1620.35,1421.24,948.16,27.1,30.5,25.5,5.6,0.0,5.0
2018-08-29,수요일,338208.6,1815.0,99.462,1905.59,1620.52,1421.42,948.38,27.3,30.2,24.7,4.5,0.0,5.5
2018-08-30,목요일,261441.0,1985.0,99.462,1906.02,1620.72,1421.6,948.86,27.5,30.2,25.4,6.8,0.7,4.800000000000001
2018-08-31,금요일,309916.6,2094.0,99.462,1906.35,1620.87,1421.8,949.36,26.0,28.0,23.7,8.5,37.7,4.300000000000001
2018-09-01,토요일,296305.5,2153.0,100.221,1907.43,1621.68,1422.57,949.45,21.6,24.6,19.3,8.9,82.8,5.300000000000001
2018-09-02,일요일,0.0,0.0,100.221,1908.09,1621.97,1422.73,949.25,22.8,26.0,20.9,9.1,3.3,5.100000000000001
2018-09-03,월요일,360680.2,2299.0,100.221,1908.43,1622.48,1423.48,949.68,24.7,26.6,22.4,9.3,57.2,4.200000000000003
2018-09-04,화요일,230637.0,2531.0,100.221,1910.09,1623.19,1424.3,950.09,25.1,30.0,21.6,5.5,0.0,8.399999999999999
2018-09-05,수요일,234581.8,3245.0,100.221,1910.69,1624.11,1425.34,950.48,24.3,28.1,19.7,3.3,0.0,8.400000000000002
2018-09-06,목요일,174632.5,3587.0,100.221,1911.74,1625.25,1426.48,951.12,23.8,26.3,21.7,8.6,0.0,4.600000000000001
2018-09-07,금요일,201930.6,4751.0,100.221,1912.28,1626.47,1427.59,951.8,21.7,24.0,19.8,9.9,15.6,4.199999999999999
2018-09-08,토요일,245091.6,3759.0,100.221,1913.24,1627.25,1428.41,952.6,21.3,23.9,19.2,9.6,0.0,4.699999999999999
2018-09-09,일요일,0.0,0.0,100.221,1913.44,1627.74,1428.68,952.81,22.3,26.5,20.6,8.6,0.0,5.899999999999999
2018-09-10,월요일,275978.4,3740.0,100.221,1912.86,1628.48,1429.71,953.32,21.5,26.0,19.0,4.1,0.0,7.0
2018-09-11,화요일,195990.1,3825.0,100.221,1915.95,1630.11,1431.43,954.24,21.2,25.8,18.4,6.9,0.0,7.400000000000002
2018-09-12,수요일,172275.6,4219.0,100.221,1916.67,1631.5,1432.96,955.39,23.2,28.1,19.7,7.0,0.0,8.400000000000002
2018-09-13,목요일,140280.4,4339.0,100.221,1917.67,1633.36,1434.86,957.03,21.8,23.2,20.7,9.9,8.6,2.5
2018-09-14,금요일,171615.0,4911.0,100.221,1919.47,1635.32,1436.87,958.34,21.8,23.0,20.5,9.6,47.7,2.5
2018-09-15,토요일,210912.5,4176.0,100.221,1919.96,1637.02,1438.44,959.56,22.6,25.1,20.8,9.5,1.4,4.300000000000001
2018-09-16,일요일,0.0,0.0,100.221,1920.56,1637.9,1439.13,960.21,24.9,28.1,22.0,5.5,0.0,6.100000000000001
2018-09-17,월요일,252072.7,4518.0,100.221,1920.42,1639.2,1440.96,960.69,23.8,27.7,21.7,6.9,0.0,6.0
2018-09-18,화요일,206896.2,3898.0,100.221,1922.66,1640.92,1442.51,961.78,24.0,28.0,21.7,4.3,0.0,6.300000000000001
2018-09-19,수요일,186768.6,4031.0,100.221,1923.27,1642.42,1444.07,962.79,23.2,26.2,20.9,8.1,0.0,5.300000000000001
2018-09-20,목요일,184274.2,3826.0,100.221,1924.84,1644.0,1445.58,963.85,20.6,21.6,20.1,9.5,11.4,1.5
2018-09-21,금요일,247516.5,3643.0,100.221,1925.84,1645.7,1447.27,964.73,20.7,21.9,19.3,9.5,27.2,2.599999999999998
2018-09-22,토요일,255163.4,2633.0,100.221,1926.67,1647.81,1449.34,965.74,22.4,27.5,19.1,4.9,0.0,8.399999999999999
2018-09-23,일요일,1680.0,1946.0,100.221,1927.26,1649.04,1450.34,966.49,22.3,26.9,19.2,7.0,0.0,7.699999999999999
2018-09-24,월요일,0.0,0.0,100.221,1926.54,1649.62,1450.83,967.18,19.6,22.0,16.8,8.1,0.0,5.199999999999999
2018-09-25,화요일,0.0,0.0,100.221,1927.3,1650.2,1451.35,967.76,19.8,25.5,14.9,2.0,0.0,10.6
2018-09-26,수요일,0.0,0.0,100.221,1926.56,1650.45,1451.71,968.12,20.0,24.2,17.3,6.4,2.4,6.899999999999999
2018-09-27,목요일,279154.6,2955.0,100.221,1926.98,1651.41,1453.05,968.87,19.6,23.8,17.0,1.4,0.0,6.800000000000001
2018-09-28,금요일,335733.2,2820.0,100.221,1927.58,1652.82,1454.51,969.99,19.9,24.8,16.8,6.8,0.0,8.0
2018-09-29,토요일,263811.0,2889.0,100.221,1928.87,1654.25,1455.9,971.34,18.0,19.1,17.2,9.9,37.1,1.900000000000002
2018-09-30,일요일,0.0,0.0,100.221,1930.09,1655.0,1456.47,972.25,19.6,25.2,15.9,5.8,13.7,9.3
2018-10-01,월요일,281388.0,3098.0,100.041,1930.96,1657.1,1458.98,973.45,17.9,22.4,15.2,3.0,0.0,7.199999999999999
2018-10-02,화요일,180321.4,3103.0,100.041,1933.7,1659.87,1461.8,975.64,17.3,22.3,14.0,1.4,0.0,8.3
2018-10-03,수요일,160135.4,3482.0,100.041,1935.59,1661.85,1463.91,977.16,18.6,24.6,14.5,2.5,0.0,10.1
2018-10-04,목요일,151358.2,3626.0,100.041,1936.9,1663.86,1466.05,978.72,20.1,25.0,16.4,7.4,1.1,8.600000000000001
2018-10-05,금요일,180798.2,3842.0,100.041,1938.22,1666.77,1469.06,980.45,19.5,20.3,18.1,10.0,51.3,2.1999999999999997
2018-10-06,토요일,158624.6,3677.0,100.041,1939.43,1669.15,1471.44,982.31,21.6,23.6,19.2,7.1,67.4,4.400000000000002
2018-10-07,일요일,0.0,0.0,100.041,1939.78,1670.38,1472.75,984.11,20.8,25.6,18.2,1.9,0.0,7.400000000000002
2018-10-08,월요일,236262.4,3778.0,100.041,1940.54,1672.36,1475.13,985.62,18.6,23.7,15.5,2.1,0.0,8.2
2018-10-09,화요일,222480.8,3736.0,100.041,1945.16,1675.17,1478.23,987.55,18.1,21.1,15.5,9.1,0.0,5.600000000000001
2018-10-10,수요일,217145.0,3661.0,100.041,1946.45,1677.03,1480.36,989.37,17.1,20.9,12.6,9.1,0.0,8.299999999999999
2018-10-11,목요일,192109.0,3647.0,100.041,1948.26,1679.67,1483.11,991.91,13.3,17.5,10.6,4.6,0.0,6.9
2018-10-12,금요일,237685.2,3683.0,100.041,1948.68,1681.55,1485.35,994.51,13.9,18.5,9.5,0.5,0.0,9.0
2018-10-13,토요일,211480.0,3283.0,100.041,1949.8,1683.13,1486.85,997.0,16.1,21.5,11.7,4.0,0.0,9.8
2018-10-14,일요일,0.0,0.0,100.041,1951.15,1684.0,1487.61,997.98,17.1,22.1,12.8,4.1,0.0,9.3
2018-10-15,월요일,236101.1,3495.0,100.041,1951.5,1685.11,1489.18,999.12,17.2,22.5,14.9,5.4,0.0,7.6
2018-10-16,화요일,179899.8,3448.0,100.041,1952.67,1686.39,1490.63,1000.56,16.1,20.2,13.9,8.9,0.0,6.299999999999999
2018-10-17,수요일,183407.8,3528.0,100.041,1952.8,1687.47,1491.89,1001.96,16.5,21.6,12.8,1.9,0.0,8.8
2018-10-18,목요일,135352.8,3506.0,100.041,1953.86,1688.25,1492.79,1003.11,15.9,20.8,12.1,1.3,0.0,8.700000000000001
2018-10-19,금요일,215658.2,3748.0,100.041,1953.67,1688.74,1493.51,1004.13,15.5,21.6,11.4,1.3,0.0,10.2
2018-10-20,토요일,177769.6,3456.0,100.041,1954.13,1689.15,1493.84,1005.24,15.5,21.4,10.8,0.5,0.0,10.599999999999998
2018-10-21,일요일,0.0,0.0,100.041,1954.32,1689.48,1494.0,1006.13,16.2,22.2,11.3,0.0,0.0,10.9
2018-10-22,월요일,260988.6,3551.0,100.041,1954.03,1689.76,1494.63,1006.76,17.1,22.8,13.1,7.0,0.0,9.7
2018-10-23,화요일,197343.6,3168.0,100.041,1953.72,1689.71,1494.64,1007.5,18.0,22.7,15.7,5.0,0.0,7.0
2018-10-24,수요일,203797.2,3333.0,100.041,1954.82,1689.73,1494.8,1007.98,15.7,21.9,12.5,0.0,0.0,9.4
2018-10-25,목요일,189297.4,2960.0,100.041,1954.02,1689.78,1494.8,1008.17,16.5,22.4,12.2,0.6,0.0,10.2
2018-10-26,금요일,227874.8,3163.0,100.041,1953.85,1689.64,1494.76,1008.82,15.9,19.0,13.6,6.8,3.9,5.4
2018-10-27,토요일,246273.0,2750.0,100.041,1954.04,1689.69,1494.82,1009.63,13.0,16.0,9.6,1.9,0.0,6.4
2018-10-28,일요일,0.0,0.0,100.041,1953.94,1689.84,1494.71,1009.93,13.8,18.3,8.1,2.0,0.0,10.2
2018-10-29,월요일,282778.8,2497.0,100.041,1953.68,1689.86,1495.16,1010.31,14.4,19.4,10.6,2.4,0.0,8.799999999999999
2018-10-30,화요일,200025.8,2317.0,100.041,1954.58,1690.11,1495.37,1011.03,10.8,15.4,8.0,0.0,0.0,7.4
2018-10-31,수요일,204381.8,2480.0,100.041,1954.5,1690.14,1495.5,1011.29,11.6,16.5,7.9,2.1,0.0,8.6
2018-11-01,목요일,191075.8,2272.0,99.33,1954.74,1690.24,1495.61,1011.83,11.5,17.8,7.9,0.1,0.0,9.9
2018-11-02,금요일,210455.6,2368.0,99.33,1954.86,1690.21,1495.76,1012.32,13.3,19.6,8.2,0.0,0.0,11.400000000000002
2018-11-03,토요일,224945.6,2091.0,99.33,1954.9,1690.19,1495.63,1012.57,13.9,20.7,9.2,2.3,0.0,11.5
2018-11-04,일요일,0.0,0.0,99.33,1954.51,1690.31,1495.6,1012.54,15.3,22.5,11.0,1.1,0.0,11.5
2018-11-05,월요일,217149.2,2383.0,99.33,1953.9,1690.3,1495.76,1012.52,15.1,21.3,10.4,0.8,0.0,10.9
2018-11-06,화요일,234317.6,2040.0,99.33,1886.4,1665.5,1478.46,1012.79,16.4,22.0,12.2,2.6,0.0,9.8
2018-11-07,수요일,169901.6,2187.0,99.33,1873.34,1640.7,1462.31,1012.99,16.9,20.1,14.7,9.3,0.0,5.400000000000002
2018-11-08,목요일,152628.8,2170.0,99.33,1865.67,1615.0,1444.76,1013.18,16.8,18.8,15.2,9.6,101.2,3.6000000000000014
2018-11-09,금요일,173270.6,2392.0,99.33,1861.78,1598.67,1434.18,1013.19,14.3,17.9,11.8,3.0,0.0,6.099999999999998
2018-11-10,토요일,164587.0,2169.0,99.33,1857.78,1589.25,1427.93,1013.4,14.2,19.6,10.6,0.0,0.0,9.000000000000002
2018-11-11,일요일,0.0,0.0,99.33,1857.88,1585.66,1425.16,1013.14,14.4,20.6,10.2,5.9,1.0,10.400000000000002
2018-11-12,월요일,208618.8,2475.0,99.33,1856.96,1580.32,1422.44,1013.25,12.6,15.2,11.0,8.9,2.8,4.199999999999999
2018-11-13,화요일,208111.2,2451.0,99.33,1853.85,1574.73,1418.79,1013.08,12.8,18.4,10.3,3.8,0.0,8.099999999999998
2018-11-14,수요일,175235.2,2569.0,99.33,1850.6,1569.96,1416.15,1012.78,12.7,19.1,9.0,1.1,0.0,10.1
2018-11-15,목요일,170888.4,2564.0,99.33,1847.92,1565.07,1413.37,1012.5,13.3,18.8,8.9,2.3,0.0,9.9
2018-11-16,금요일,198461.6,2770.0,99.33,1845.05,1560.28,1410.52,1012.33,12.7,16.5,10.5,8.0,0.0,6.0
2018-11-17,토요일,207343.0,2368.0,99.33,1842.59,1556.81,1408.06,1012.24,12.4,18.1,9.7,1.6,0.0,8.400000000000002
2018-11-18,일요일,0.0,0.0,99.33,1842.16,1555.15,1407.06,1012.09,10.3,12.9,9.1,8.0,0.0,3.8000000000000007
2018-11-19,월요일,214002.6,2489.0,99.33,1840.88,1551.91,1405.7,1011.84,11.1,17.2,7.6,3.0,0.0,9.6
2018-11-20,화요일,162253.4,2383.0,99.33,1839.42,1547.21,1402.88,1011.16,10.2,15.3,6.6,0.3,0.0,8.700000000000001
2018-11-21,수요일,175800.0,2303.0,99.33,1835.63,1541.69,1399.81,1010.04,10.9,13.5,7.9,9.1,0.0,5.6
2018-11-22,목요일,127752.0,2324.0,99.33,1832.4,1536.76,1396.99,1009.06,7.5,12.3,4.2,1.3,0.0,8.100000000000001
2018-11-23,금요일,213299.6,2273.0,99.33,1828.55,1531.65,1394.1,1008.04,6.1,11.9,2.7,0.6,0.0,9.2
2018-11-24,토요일,146640.0,2115.0,99.33,1827.05,1527.85,1391.49,1007.32,7.7,12.5,3.2,4.0,2.3,9.3
2018-11-25,일요일,0.0,0.0,99.33,1826.64,1526.19,1390.48,1006.82,9.7,14.8,6.2,3.8,0.0,8.600000000000001
2018-11-26,월요일,225941.1,2284.0,99.33,1824.91,1522.79,1389.11,1006.15,11.1,16.8,5.8,2.6,0.0,11.0
2018-11-27,화요일,157194.8,2194.0,99.33,1822.86,1516.55,1385.28,1004.88,14.0,19.9,10.6,0.5,0.0,9.3
2018-11-28,수요일,175077.2,2294.0,99.33,1819.19,1510.85,1381.88,1003.42,11.6,17.8,7.9,1.1,0.0,9.9
2018-11-29,목요일,144941.8,2138.0,99.33,1815.62,1505.23,1378.62,1002.33,10.4,15.9,6.0,2.8,0.0,9.9
2018-11-30,금요일,215790.6,2227.0,99.33,1811.73,1500.24,1375.38,1001.04,11.4,16.4,7.4,1.0,0.0,8.999999999999998
2018-12-01,토요일,137715.0,2122.0,98.988,1808.69,1493.32,1370.66,999.3,10.4,14.2,7.8,7.6,0.0,6.4
2018-12-02,일요일,0.0,0.0,98.988,1807.33,1490.73,1368.46,998.55,14.1,18.8,9.5,5.0,0.0,9.3
2018-12-03,월요일,221805.4,2177.0,98.988,1807.46,1486.92,1366.23,997.78,16.8,18.8,14.5,8.4,17.2,4.300000000000001
2018-12-04,화요일,163362.6,2102.0,98.988,1804.26,1481.24,1362.36,996.34,14.6,16.8,10.3,9.3,27.9,6.5
2018-12-05,수요일,172606.0,2210.0,98.988,1799.09,1475.39,1358.37,994.5,9.7,14.9,4.8,5.1,0.0,10.1
2018-12-06,목요일,137983.6,2193.0,98.988,1795.96,1470.45,1354.9,993.11,7.3,9.8,5.1,9.6,3.1,4.700000000000001
