date,요일,캠벨얼리_거래량(kg),캠벨얼리_가격(원/kg),소비자물가지수,고급휘발유,보통휘발유,자동차용경유,실내등유,평균기온,최고기온,최저기온,평균운량,일강수량,일교차
2017-02-03,금요일,492.0,5976.0,97.632,1843.54,1516.95,1308.28,864.35,0.6,8.1,-6.5,0.0,0.0,14.6
2017-02-04,토요일,5822.0,5031.0,97.632,1844.9,1516.99,1308.09,864.17,5.2,11.9,-1.8,0.0,0.9,13.7
2017-02-05,일요일,0.0,0.0,97.632,1843.96,1516.99,1307.98,864.4,3.7,5.3,0.1,0.0,3.8,5.2
2017-02-06,월요일,185.0,1300.0,97.632,1844.67,1517.18,1308.39,864.57,0.3,3.9,-3.8,0.0,0.0,7.699999999999999
2017-02-07,화요일,1476.0,4573.0,97.632,1843.89,1517.29,1308.36,864.64,-0.2,6.6,-4.9,0.0,0.0,11.5
2017-02-08,수요일,934.8,4146.0,97.632,1842.91,1517.31,1308.42,864.55,0.5,5.2,-3.0,0.0,0.3,8.2
2017-02-09,목요일,0.0,0.0,97.632,1843.48,1517.2,1308.22,864.81,-2.6,0.2,-5.3,0.0,0.6,5.5
2017-02-10,금요일,6765.0,4481.0,97.632,1843.4,1517.09,1308.21,864.84,-4.7,-1.4,-8.0,0.0,0.9,6.6
2017-02-11,토요일,429.0,5869.0,97.632,1843.19,1517.05,1307.9,865.03,-3.3,0.8,-8.3,0.0,0.1,9.1
2017-02-12,일요일,0.0,0.0,97.632,1841.54,1517.01,1307.75,865.01,-1.0,5.5,-5.0,0.0,0.1,10.5
2017-02-13,월요일,459.2,6098.0,97.632,1841.2,1517.02,1308.03,865.08,0.9,7.9,-7.1,0.0,0.0,15.0
2017-02-14,화요일,2066.4,5051.0,97.632,1839.79,1516.94,1307.85,864.93,1.8,7.8,-3.3,0.0,0.0,11.1
2017-02-15,수요일,82.0,5854.0,97.632,1840.39,1516.79,1307.68,864.92,1.9,12.6,-6.8,0.0,0.0,19.4
2017-02-16,목요일,237.8,5854.0,97.632,1842.18,1516.79,1307.67,864.91,6.3,15.2,-5.6,0.0,3.3,20.8
2017-02-17,금요일,5182.4,4196.0,97.632,1841.81,1516.69,1307.58,864.76,4.9,12.0,-2.9,0.0,0.4,14.9
2017-02-18,토요일,32.8,4146.0,97.632,1842.86,1516.55,1307.24,864.76,-1.4,4.5,-5.8,0.0,0.0,10.3
2017-02-19,일요일,0.0,0.0,97.632,1842.39,1516.55,1307.06,864.68,3.2,10.7,-7.7,0.0,0.5,18.4
2017-02-20,월요일,1057.8,4192.0,97.632,1842.62,1516.55,1307.26,864.7,2.8,12.3,-3.8,0.0,12.4,16.1
2017-02-21,화요일,418.2,5366.0,97.632,1842.69,1516.54,1307.23,864.95,0.8,10.2,-7.3,0.0,0.0,17.5
2017-02-22,수요일,3239.0,4871.0,97.632,1842.88,1516.4,1306.97,864.82,4.7,6.3,0.5,0.0,29.0,5.8
2017-02-23,목요일,787.2,4512.0,97.632,1843.39,1516.29,1306.83,864.76,0.4,4.3,-3.3,0.0,0.0,7.6
2017-02-24,금요일,974.2,4319.0,97.632,1842.84,1516.11,1306.76,864.64,-0.8,5.5,-6.6,0.0,0.0,12.1
2017-02-25,토요일,779.0,5318.0,97.632,1843.37,1515.75,1306.11,864.22,1.8,9.9,-3.6,0.0,0.0,13.5
2017-02-26,일요일,0.0,0.0,97.632,1842.47,1515.59,1305.81,864.1,2.5,10.3,-3.9,0.0,0.0,14.2
2017-02-27,월요일,0.0,0.0,97.632,1842.49,1515.58,1306.08,864.05,3.3,12.5,-3.8,0.0,0.0,16.3
2017-02-28,화요일,5133.2,3778.0,97.632,1843.32,1515.39,1305.87,864.03,4.0,13.5,-4.4,0.0,0.0,17.9
2017-03-01,수요일,1582.6,4089.0,97.565,1843.62,1515.14,1305.45,863.96,5.6,13.5,-0.9,0.0,3.2,14.4
2017-03-02,목요일,3345.6,4136.0,97.565,1842.81,1514.91,1305.23,864.09,1.1,4.9,-3.2,0.0,2.5,8.100000000000001
2017-03-03,금요일,2427.2,3538.0,97.565,1844.11,1514.75,1305.22,864.04,2.8,12.7,-5.7,0.0,0.0,18.4
2017-03-04,토요일,1558.0,3425.0,97.565,1845.45,1514.44,1304.67,863.89,5.3,14.8,-2.3,0.0,0.0,17.1
2017-03-05,일요일,0.0,0.0,97.565,1844.67,1514.28,1304.39,863.8,5.7,15.1,-1.2,0.0,0.0,16.3
2017-03-06,월요일,10742.0,3214.0,97.565,1842.43,1514.09,1304.55,863.91,2.0,7.4,-3.0,0.0,0.0,10.4
2017-03-07,화요일,1943.4,3415.0,97.565,1839.56,1513.59,1304.04,863.77,-1.5,2.5,-5.3,0.0,0.9,7.8
2017-03-08,수요일,2279.6,3734.0,97.565,1840.77,1513.2,1303.59,863.76,0.6,4.9,-3.4,0.0,0.4,8.3
2017-03-09,목요일,2501.0,3926.0,97.565,1840.07,1512.76,1303.21,863.58,4.6,11.3,-2.1,0.0,0.0,13.4
2017-03-10,금요일,11283.2,2452.0,97.565,1839.62,1512.17,1302.8,863.6,4.6,13.1,-3.4,0.0,0.0,16.5
2017-03-11,토요일,836.4,3415.0,97.565,1837.77,1511.66,1302.11,863.43,6.6,17.7,-4.0,0.0,0.0,21.7
2017-03-12,일요일,0.0,0.0,97.565,1838.24,1511.54,1301.83,862.99,7.8,17.2,-2.1,0.0,0.0,19.3
2017-03-13,월요일,7708.0,3134.0,97.565,1838.18,1511.22,1301.76,862.67,7.4,14.9,-0.3,0.0,0.0,15.2
2017-03-14,화요일,3960.6,3026.0,97.565,1837.07,1510.48,1301.02,862.5,4.2,11.1,-1.7,0.0,0.0,12.8
2017-03-15,수요일,4870.8,3416.0,97.565,1836.24,1509.7,1300.28,862.41,4.0,13.2,-4.6,0.0,0.0,17.799999999999997
2017-03-16,목요일,1672.8,3387.0,97.565,1835.92,1508.75,1299.25,862.41,4.7,13.1,-2.0,0.0,0.0,15.1
2017-03-17,금요일,6100.8,3044.0,97.565,1834.68,1507.81,1298.26,862.28,6.4,17.0,-3.8,0.0,0.0,20.8
2017-03-18,토요일,3942.0,3394.0,97.565,1835.0,1506.89,1297.22,862.26,7.7,17.2,0.4,0.0,0.0,16.8
2017-03-19,일요일,0.0,0.0,97.565,1835.37,1506.49,1296.7,862.07,9.1,19.7,-1.0,0.0,0.0,20.7
2017-03-20,월요일,5658.0,2692.0,97.565,1833.02,1505.73,1296.27,861.79,7.1,13.4,1.5,0.0,5.8,11.9
2017-03-21,화요일,5600.6,2597.0,97.565,1829.92,1504.17,1294.74,861.24,6.0,10.8,0.3,0.0,2.2,10.5
2017-03-22,수요일,5510.4,3152.0,97.565,1827.83,1502.85,1293.51,860.61,5.8,13.8,-2.0,0.0,0.0,15.8
2017-03-23,목요일,5580.2,2759.0,97.565,1826.7,1501.53,1292.12,860.11,8.0,15.3,2.1,0.0,0.0,13.2
2017-03-24,금요일,5510.4,2945.0,97.565,1826.27,1500.27,1290.88,859.82,7.7,14.1,-0.3,0.0,0.0,14.4
2017-03-25,토요일,4920.0,2770.0,97.565,1825.45,1499.1,1289.62,859.5,5.4,9.0,2.3,0.0,13.7,6.7
2017-03-26,일요일,0.0,0.0,97.565,1825.37,1498.66,1289.0,859.2,4.9,10.8,0.8,0.0,0.0,10.0
2017-03-27,월요일,7872.0,2864.0,97.565,1823.47,1497.82,1288.47,858.94,4.5,11.0,0.5,0.0,0.8,10.5
2017-03-28,화요일,4756.0,2395.0,97.565,1821.94,1496.23,1286.82,858.5,6.4,13.9,-1.9,0.0,1.8,15.8
2017-03-29,수요일,4526.4,2705.0,97.565,1821.19,1494.77,1285.39,858.13,7.0,9.8,3.7,0.0,1.5,6.1000000000000005
2017-03-30,목요일,0.0,0.0,97.565,1820.06,1493.63,1284.19,857.74,11.1,19.7,3.6,0.0,0.0,16.099999999999998
2017-03-31,금요일,2361.6,2827.0,97.565,1818.87,1492.8,1283.4,857.43,9.9,15.3,6.5,0.0,0.7,8.8
2017-04-01,토요일,2952.0,2793.0,97.442,1818.06,1490.96,1281.44,856.98,7.5,14.4,2.4,0.0,0.0,12.0
2017-04-02,일요일,0.0,0.0,97.442,1819.56,1490.48,1280.79,856.56,6.8,15.3,-0.8,0.0,0.0,16.1
2017-04-03,월요일,14874.8,2782.0,97.442,1817.59,1489.82,1280.48,856.45,9.1,20.1,-1.5,0.0,0.0,21.6
2017-04-04,화요일,2509.2,3103.0,97.442,1818.17,1488.87,1279.35,855.95,13.0,22.7,1.7,0.0,0.0,21.0
2017-04-05,수요일,5543.2,2680.0,97.442,1818.02,1488.06,1278.42,855.48,13.4,16.1,9.2,0.0,17.1,6.900000000000002
2017-04-06,목요일,1771.2,2611.0,97.442,1817.42,1487.51,1277.8,855.41,14.2,16.1,10.3,0.0,14.0,5.800000000000001
2017-04-07,금요일,4050.8,2598.0,97.442,1815.74,1486.94,1277.33,854.91,14.7,24.8,8.2,0.0,0.0,16.6
2017-04-08,토요일,3148.8,2553.0,97.442,1815.7,1486.51,1276.71,854.4,16.0,26.3,8.1,0.0,0.0,18.200000000000003
2017-04-09,일요일,0.0,0.0,97.442,1817.37,1486.39,1276.41,854.36,14.7,22.8,11.1,0.0,0.0,11.7
2017-04-10,월요일,7691.6,3033.0,97.442,1817.43,1486.3,1276.64,854.05,14.9,21.3,10.0,0.0,0.0,11.3
2017-04-11,화요일,2976.6,3428.0,97.442,1820.13,1486.64,1276.81,853.86,11.3,17.6,7.1,0.0,13.1,10.500000000000002
2017-04-12,수요일,2878.2,3405.0,97.442,1819.76,1486.7,1276.95,853.56,10.3,18.1,4.3,0.0,0.0,13.8
2017-04-13,목요일,5357.6,3110.0,97.442,1819.05,1486.69,1276.91,853.4,10.9,20.3,1.3,0.0,0.0,19.0
2017-04-14,금요일,3886.8,2994.0,97.442,1819.72,1486.73,1276.95,853.24,13.5,20.0,3.6,0.0,0.4,16.4
2017-04-15,토요일,0.0,0.0,97.442,1820.81,1486.78,1276.9,852.95,16.9,25.5,10.3,0.0,1.4,15.2
2017-04-16,일요일,0.0,0.0,97.442,1820.32,1486.8,1276.7,852.44,17.8,29.1,7.5,0.0,0.0,21.6
2017-04-17,월요일,770.8,1585.0,97.442,1819.2,1486.89,1277.0,852.33,13.8,16.5,11.7,0.0,10.5,4.800000000000001
2017-04-18,화요일,11496.4,3824.0,97.442,1821.11,1487.6,1277.89,852.2,13.4,22.7,8.3,0.0,0.5,14.4
2017-04-19,수요일,2558.4,3034.0,97.442,1821.92,1487.86,1278.28,851.61,11.6,18.4,4.1,0.0,0.0,14.3
2017-04-20,목요일,3247.2,3682.0,97.442,1822.82,1487.91,1278.32,851.87,10.9,16.1,7.4,0.0,0.7,8.700000000000001
2017-04-21,금요일,738.0,4482.0,97.442,1823.41,1487.9,1278.26,851.69,12.6,21.0,6.2,0.0,0.0,14.8
2017-04-22,토요일,8675.6,3606.0,97.442,1823.23,1487.73,1278.09,851.72,13.1,20.9,5.1,0.0,0.0,15.8
2017-04-23,일요일,0.0,0.0,97.442,1822.99,1487.7,1277.82,851.81,14.1,22.4,5.8,0.0,0.0,16.599999999999998
2017-04-24,월요일,1607.2,3867.0,97.442,1823.39,1487.78,1278.24,851.74,14.9,23.0,5.1,0.0,0.0,17.9
2017-04-25,화요일,4805.2,3905.0,97.442,1823.03,1487.54,1277.99,851.67,16.8,22.3,10.6,0.0,5.4,11.7
2017-04-26,수요일,2580.2,4170.0,97.442,1823.11,1487.35,1277.77,851.61,14.4,20.7,8.8,0.0,1.1,11.9
2017-04-27,목요일,0.0,0.0,97.442,1822.88,1487.3,1277.64,851.52,11.2,18.5,4.3,0.0,0.0,14.2
2017-04-28,금요일,4021.6,4512.0,97.442,1822.14,1487.09,1277.54,851.19,13.9,24.2,2.5,0.0,0.0,21.7
2017-04-29,토요일,0.0,0.0,97.442,1822.41,1486.76,1277.07,851.02,16.5,25.8,6.5,0.0,0.0,19.3
2017-04-30,일요일,0.0,0.0,97.442,1822.2,1486.67,1276.67,851.06,18.6,27.5,8.5,0.0,0.0,19.0
2017-05-01,월요일,4481.0,4205.0,97.546,1821.37,1486.55,1276.74,850.97,18.7,27.7,10.7,0.0,0.0,17.0
2017-05-02,화요일,4067.2,4653.0,97.546,1819.08,1486.12,1276.54,850.36,17.7,26.3,10.4,0.0,0.0,15.9
2017-05-03,수요일,4161.4,4091.0,97.546,1818.38,1485.78,1276.11,849.85,18.9,27.6,9.1,0.0,0.0,18.5
2017-05-04,목요일,131.2,3811.0,97.546,1817.24,1485.76,1276.09,849.72,19.1,26.9,11.4,0.0,0.4,15.499999999999998
2017-05-05,금요일,2535.2,4630.0,97.546,1817.08,1485.5,1275.74,849.34,17.9,22.5,14.9,0.0,10.9,7.6
2017-05-06,토요일,1082.4,3305.0,97.546,1817.27,1485.32,1275.6,849.02,15.6,23.1,8.6,0.0,0.0,14.500000000000002
2017-05-07,일요일,0.0,0.0,97.546,1817.61,1485.29,1275.43,848.52,15.5,25.5,5.9,0.0,0.0,19.6
2017-05-08,월요일,3589.4,4385.0,97.546,1817.61,1485.13,1275.51,848.47,16.7,23.5,7.5,0.0,0.0,16.0
2017-05-09,화요일,2527.8,4454.0,97.546,1815.69,1484.34,1274.56,848.01,13.9,22.1,12.4,0.0,12.5,9.7
2017-05-10,수요일,1069.8,4013.0,97.546,1814.32,1483.94,1274.26,847.7,14.5,18.0,12.0,0.0,1.4,6.0
2017-05-11,목요일,3452.4,4724.0,97.546,1813.29,1483.26,1273.58,847.38,18.8,27.9,11.5,0.0,1.9,16.4
2017-05-12,금요일,4999.8,4563.0,97.546,1811.72,1482.5,1272.82,847.69,16.9,20.2,13.7,0.0,0.4,6.5
2017-05-13,토요일,569.0,5907.0,97.546,1811.66,1481.94,1272.2,847.3,17.8,26.1,11.1,0.0,0.0,15.000000000000002
2017-05-14,일요일,0.0,0.0,97.546,1811.99,1481.67,1271.68,847.04,14.9,22.9,8.9,0.0,0.0,13.999999999999998
2017-05-15,월요일,1634.0,6844.0,97.546,1812.04,1481.35,1271.72,846.76,14.4,22.3,6.3,0.0,0.0,16.0
2017-05-16,화요일,2460.6,5397.0,97.546,1811.47,1480.75,1270.92,847.13,15.3,23.0,8.1,0.0,0.0,14.9
2017-05-17,수요일,1347.8,6791.0,97.546,1811.38,1480.29,1270.49,847.0,16.9,25.4,8.2,0.0,0.0,17.2
2017-05-18,목요일,2246.2,7790.0,97.546,1811.56,1479.88,1270.04,846.23,18.9,27.5,9.9,0.0,0.0,17.6
2017-05-19,금요일,636.6,7422.0,97.546,1810.82,1479.43,1269.61,845.91,19.8,29.8,10.8,0.0,0.0,19.0
2017-05-20,토요일,3056.0,6675.0,97.546,1810.92,1478.91,1269.05,845.72,19.2,28.2,10.5,0.0,0.0,17.7
2017-05-21,일요일,0.0,0.0,97.546,1811.35,1478.77,1268.73,845.55,19.1,27.6,11.8,0.0,0.0,15.8
2017-05-22,월요일,1797.4,7119.0,97.546,1811.29,1478.6,1268.91,845.57,20.7,29.0,11.5,0.0,0.0,17.5
2017-05-23,화요일,1277.0,11109.0,97.546,1812.0,1478.36,1268.54,845.46,20.2,26.0,13.1,0.0,0.0,12.9
2017-05-24,수요일,3803.2,6888.0,97.546,1811.46,1478.11,1268.22,845.5,20.4,26.5,16.8,0.0,2.2,9.7
2017-05-25,목요일,2493.8,8166.0,97.546,1811.65,1477.75,1267.95,845.21,18.7,28.0,10.9,0.0,0.0,17.1
2017-05-26,금요일,2894.0,9224.0,97.546,1812.3,1477.55,1267.65,844.69,14.6,21.3,8.4,0.0,0.0,12.9
2017-05-27,토요일,3302.0,7265.0,97.546,1812.06,1477.15,1267.18,844.57,17.1,26.2,7.8,0.0,0.0,18.4
2017-05-28,일요일,0.0,0.0,97.546,1811.92,1477.0,1266.87,844.18,20.6,29.5,11.6,0.0,0.0,17.9
2017-05-29,월요일,5303.8,7562.0,97.546,1811.68,1476.82,1267.01,843.93,22.8,32.3,13.9,0.0,0.0,18.4
2017-05-30,화요일,2670.0,7720.0,97.546,1810.94,1476.53,1266.77,843.66,21.9,29.6,13.8,0.0,0.0,15.8
2017-05-31,수요일,4100.8,6253.0,97.546,1811.22,1476.19,1266.49,843.51,20.9,28.2,15.5,0.0,0.1,12.7
2017-06-01,목요일,4266.4,6606.0,97.338,1808.45,1475.24,1265.48,843.41,20.7,28.9,15.2,0.0,0.0,13.7
2017-06-02,금요일,3262.0,7357.0,97.338,1809.03,1474.51,1264.69,843.13,18.6,26.5,10.8,0.0,0.0,15.7
2017-06-03,토요일,3664.0,7433.0,97.338,1808.04,1473.86,1263.89,842.99,18.7,24.8,13.5,0.0,0.1,11.3
2017-06-04,일요일,0.0,0.0,97.338,1808.69,1473.71,1263.45,842.67,19.3,28.0,9.8,0.0,0.0,18.2
2017-06-05,월요일,6141.0,7014.0,97.338,1807.67,1473.3,1263.43,842.63,20.8,29.7,12.5,0.0,0.0,17.2
2017-06-06,화요일,4722.0,7214.0,97.338,1806.8,1472.6,1262.44,842.68,18.3,22.0,15.7,0.0,3.2,6.300000000000001
2017-06-07,수요일,6116.0,6840.0,97.338,1805.4,1472.05,1261.92,842.87,18.2,21.3,15.9,0.0,0.6,5.4
2017-06-08,목요일,11077.0,7378.0,97.338,1806.35,1471.13,1261.12,842.47,19.4,26.3,15.2,0.0,0.0,11.1
2017-06-09,금요일,10360.0,6560.0,97.338,1805.91,1470.03,1259.81,842.77,20.8,28.5,12.8,0.0,0.0,15.7
2017-06-10,토요일,9383.0,6419.0,97.338,1804.22,1468.87,1258.45,842.53,21.3,27.3,14.4,0.0,0.0,12.9
2017-06-11,일요일,0.0,0.0,97.338,1803.08,1468.37,1257.7,842.33,23.4,30.2,19.2,0.0,0.6,11.0
2017-06-12,월요일,17845.0,6148.0,97.338,1802.34,1467.61,1257.18,842.29,21.1,25.7,17.0,0.0,0.0,8.7
2017-06-13,화요일,13606.0,6412.0,97.338,1800.32,1466.07,1255.56,841.92,18.8,26.2,15.2,0.0,3.4,11.0
2017-06-14,수요일,18715.0,6068.0,97.338,1800.63,1464.71,1254.23,841.64,19.8,27.4,12.7,0.0,0.0,14.7
2017-06-15,목요일,16592.2,5900.0,97.338,1800.06,1463.29,1252.92,841.33,21.3,29.1,13.3,0.0,0.0,15.8
2017-06-16,금요일,20908.0,5639.0,97.338,1798.5,1461.75,1251.31,840.9,23.5,32.2,14.9,0.0,0.0,17.300000000000004
2017-06-17,토요일,28590.0,5590.0,97.338,1797.66,1460.28,1249.72,840.6,23.9,32.4,17.0,0.0,0.0,15.4
2017-06-18,일요일,0.0,0.0,97.338,1797.96,1459.69,1248.92,840.38,23.7,33.4,14.9,0.0,0.0,18.5
2017-06-19,월요일,35956.0,5290.0,97.338,1797.04,1458.78,1248.38,839.96,24.2,33.3,14.8,0.0,0.0,18.5
2017-06-20,화요일,30308.0,5092.0,97.338,1796.22,1457.15,1246.83,839.8,22.0,27.3,17.8,0.0,0.0,9.5
2017-06-21,수요일,30269.0,5132.0,97.338,1795.1,1455.31,1245.27,839.25,23.7,29.9,17.9,0.0,0.0,12.0
2017-06-22,목요일,37374.0,4859.0,97.338,1794.76,1453.61,1243.62,838.67,24.6,32.0,17.6,0.0,0.0,14.4
2017-06-23,금요일,43103.0,4943.0,97.338,1794.34,1452.03,1242.22,838.07,25.3,32.3,18.6,0.0,0.0,13.699999999999996
2017-06-24,토요일,49603.0,4504.0,97.338,1793.33,1450.76,1240.87,837.86,23.5,30.3,19.5,0.0,0.6,10.8
2017-06-25,일요일,0.0,0.0,97.338,1793.26,1450.14,1240.04,837.5,24.0,30.0,18.6,0.0,0.0,11.4
2017-06-26,월요일,61633.0,4322.0,97.338,1792.27,1449.24,1239.39,837.51,23.6,27.8,19.8,0.0,0.0,8.0
2017-06-27,화요일,51041.0,3983.0,97.338,1791.02,1447.56,1237.91,836.73,23.8,29.0,19.5,0.0,0.0,9.5
2017-06-28,수요일,49975.0,3904.0,97.338,1789.14,1446.23,1236.74,836.06,24.8,31.8,18.5,0.0,0.1,13.3
2017-06-29,목요일,57603.0,3875.0,97.338,1788.95,1444.98,1235.64,836.01,24.0,28.1,20.7,0.0,0.6,7.400000000000002
2017-06-30,금요일,57227.0,3638.0,97.338,1788.52,1444.1,1234.86,835.48,23.9,29.5,20.7,0.0,11.3,8.8
2017-07-01,토요일,60502.5,3720.0,97.499,1788.61,1442.37,1232.91,834.86,25.9,30.2,22.4,0.0,0.0,7.800000000000001
2017-07-02,일요일,0.0,0.0,97.499,1789.02,1441.8,1232.16,834.23,27.0,30.1,23.8,0.0,12.0,6.300000000000001
2017-07-03,월요일,73388.0,3718.0,97.499,1788.43,1441.16,1231.72,833.6,26.7,30.7,23.5,0.0,6.4,7.199999999999999
2017-07-04,화요일,63858.0,3544.0,97.499,1788.48,1440.41,1230.93,833.51,25.5,29.7,23.0,0.0,7.3,6.699999999999999
2017-07-05,수요일,61451.0,3644.0,97.499,1787.9,1439.67,1230.41,833.13,26.9,32.8,23.4,0.0,0.0,9.4
2017-07-06,목요일,79778.5,3618.0,97.499,1788.82,1439.24,1230.08,832.49,25.1,30.3,22.6,0.0,4.5,7.699999999999999
2017-07-07,금요일,91146.0,3735.0,97.499,1787.56,1438.93,1229.63,832.1,26.2,29.5,23.4,0.0,1.8,6.100000000000001
2017-07-08,토요일,102212.5,3578.0,97.499,1787.92,1438.51,1229.1,831.6,25.3,30.5,22.1,0.0,47.4,8.399999999999999
2017-07-09,일요일,0.0,0.0,97.499,1787.54,1438.33,1228.8,831.91,26.7,32.9,22.5,0.0,0.0,10.4
2017-07-10,월요일,125498.0,3623.0,97.499,1787.55,1438.21,1229.02,831.88,27.9,30.4,24.6,0.0,0.8,5.799999999999997
2017-07-11,화요일,104163.5,3520.0,97.499,1790.36,1438.76,1229.67,831.83,26.8,31.6,23.5,0.0,0.7,8.100000000000001
2017-07-12,수요일,112836.5,3538.0,97.499,1790.83,1438.42,1229.4,831.41,28.1,34.0,23.7,0.0,0.0,10.3
2017-07-13,목요일,100488.5,3592.0,97.499,1791.06,1438.22,1229.21,831.39,27.3,33.7,22.2,0.0,0.0,11.500000000000004
2017-07-14,금요일,113715.0,3675.0,97.499,1791.28,1438.05,1229.32,831.3,23.7,31.5,21.3,0.0,20.2,10.2
2017-07-15,토요일,120538.0,3748.0,97.499,1791.43,1437.96,1228.95,830.82,23.4,27.1,21.0,0.0,58.4,6.100000000000001
2017-07-16,일요일,0.0,0.0,97.499,1791.06,1437.97,1228.83,830.8,27.6,32.0,23.8,0.0,0.0,8.2
2017-07-17,월요일,134890.5,3923.0,97.499,1790.91,1438.0,1229.42,830.85,25.2,30.2,22.0,0.0,8.1,8.2
2017-07-18,화요일,125687.0,3891.0,97.499,1788.87,1437.89,1229.2,830.79,24.7,28.4,21.7,0.0,4.5,6.699999999999999
2017-07-19,수요일,124918.5,3936.0,97.499,1788.88,1437.75,1229.21,830.53,27.6,33.1,23.5,0.0,0.0,9.6
2017-07-20,목요일,133532.5,4037.0,97.499,1788.38,1437.78,1229.31,830.62,28.1,33.8,23.5,0.0,0.0,10.299999999999995
2017-07-21,금요일,151618.5,4045.0,97.499,1788.69,1437.68,1229.31,830.55,29.4,34.8,24.9,0.0,0.0,9.9
2017-07-22,토요일,180905.0,4079.0,97.499,1788.63,1437.64,1229.1,830.56,28.8,33.4,25.1,0.0,0.0,8.299999999999997
2017-07-23,일요일,0.0,0.0,97.499,1789.13,1437.58,1228.91,830.4,27.9,30.9,24.7,0.0,0.0,6.199999999999999
2017-07-24,월요일,189929.0,4165.0,97.499,1789.37,1437.59,1229.35,830.29,28.7,32.3,25.9,0.0,0.0,6.399999999999999
2017-07-25,화요일,158405.0,4073.0,97.499,1789.71,1437.7,1229.46,829.91,27.9,33.7,25.6,0.0,18.1,8.100000000000001
2017-07-26,수요일,128707.0,4224.0,97.499,1789.17,1437.85,1229.65,830.07,27.2,32.0,23.8,0.0,0.0,8.2
2017-07-27,목요일,181240.0,4229.0,97.499,1788.49,1438.02,1229.74,829.95,27.0,33.4,21.0,0.0,0.0,12.4
2017-07-28,금요일,205813.0,4247.0,97.499,1788.52,1438.2,1230.08,829.67,27.4,32.5,21.9,0.0,0.0,10.6
2017-07-29,토요일,223003.6,4235.0,97.499,1789.21,1438.31,1230.18,829.62,26.7,31.0,24.9,0.0,3.6,6.100000000000001
2017-07-30,일요일,0.0,0.0,97.499,1789.94,1438.48,1230.21,829.62,26.3,30.7,23.8,0.0,0.6,6.899999999999999
2017-07-31,월요일,287792.0,4035.0,97.499,1789.5,1438.87,1230.91,829.76,24.9,28.5,22.2,0.0,12.8,6.300000000000001
2017-08-01,화요일,218305.5,3752.0,98.058,1789.87,1439.43,1231.63,829.4,27.5,34.1,21.5,0.0,0.0,12.6
2017-08-02,수요일,248585.0,3781.0,98.058,1789.97,1439.82,1232.14,829.29,27.2,33.2,24.2,0.0,0.2,9.000000000000004
2017-08-03,목요일,329758.5,3559.0,98.058,1791.11,1440.31,1232.91,829.39,27.2,32.9,22.7,0.0,0.0,10.2
2017-08-04,금요일,401956.0,3569.0,98.058,1791.95,1440.98,1233.55,829.37,28.8,34.8,22.3,0.0,0.0,12.499999999999996
2017-08-05,토요일,228337.5,3484.0,98.058,1792.38,1441.5,1234.17,829.23,30.2,36.2,23.5,0.0,0.0,12.700000000000005
2017-08-06,일요일,0.0,0.0,98.058,1793.08,1441.89,1234.37,829.31,30.0,37.0,24.4,0.0,0.4,12.6
2017-08-07,월요일,538330.0,3065.0,98.058,1792.46,1442.77,1235.69,829.32,28.2,33.8,23.9,0.0,0.0,9.9
2017-08-08,화요일,399954.0,2967.0,98.058,1795.71,1444.78,1237.83,830.38,27.0,31.9,23.2,0.0,0.0,8.7
2017-08-09,수요일,393320.5,2961.0,98.058,1798.43,1446.06,1239.1,831.0,25.5,29.4,23.4,0.0,14.6,6.0
2017-08-10,목요일,294035.0,3223.0,98.058,1801.44,1447.55,1240.77,831.38,26.7,31.9,23.5,0.0,0.0,8.399999999999999
2017-08-11,금요일,357969.0,3278.0,98.058,1801.69,1448.48,1241.79,832.06,26.6,33.3,21.8,0.0,0.0,11.499999999999996
2017-08-12,토요일,478796.0,3343.0,98.058,1802.36,1449.53,1242.71,832.23,26.2,31.8,22.1,0.0,8.6,9.7
2017-08-13,일요일,0.0,0.0,98.058,1802.24,1450.09,1243.08,832.49,23.3,25.9,20.7,0.0,9.3,5.199999999999999
2017-08-14,월요일,791015.0,3012.0,98.058,1803.5,1450.81,1244.05,832.99,22.5,24.3,20.9,0.0,21.2,3.400000000000002
2017-08-15,화요일,425731.0,3212.0,98.058,1806.86,1452.62,1245.59,832.8,23.1,25.1,21.5,0.0,4.0,3.6000000000000014
2017-08-16,수요일,541046.0,2923.0,98.058,1808.32,1453.26,1246.56,833.33,25.9,30.6,22.7,0.0,0.3,7.900000000000002
2017-08-17,목요일,642858.0,2718.0,98.058,1810.47,1454.28,1247.56,833.48,26.2,31.8,23.1,0.0,0.0,8.7
2017-08-18,금요일,778625.0,2513.0,98.058,1810.76,1455.01,1248.3,833.41,25.1,30.5,20.9,0.0,0.0,9.6
2017-08-19,토요일,871829.7,2429.0,98.058,1810.15,1455.6,1248.92,833.61,24.7,29.4,20.9,0.0,0.8,8.5
2017-08-20,일요일,0.0,0.0,98.058,1810.02,1455.99,1249.14,833.67,25.0,29.4,22.5,0.0,8.2,6.899999999999999
2017-08-21,월요일,911836.9,2340.0,98.058,1809.69,1456.62,1249.9,833.58,23.9,30.4,22.2,0.0,67.7,8.2
2017-08-22,화요일,699619.0,2316.0,98.058,1810.82,1457.27,1250.72,833.78,25.3,31.1,22.3,0.0,20.0,8.8
